CAR_ID,CAR_NAME,CAR_MAKER,CAR_MAKE_YEAR,CAR_PRICE
N185883782,Touareg,Volkswagen,2008,78196
N878402019,Frontier,Nissan,2007,5102
T624663533,Town & Country,Chrysler,1999,64270
I910905766,Golf III,Volkswagen,1993,68302
C235518455,Typ-1,Aptera,2008,73607
G115534246,S-Class,Mercedes-Benz,1986,22924
X141898456,S5,Audi,2009,43056
A483249780,xD,Scion,2008,75878
Y231220136,Seville,Cadillac,2004,43600
P340405643,Cherokee,Jeep,1996,83800
A776753179,Wrangler,Jeep,2001,34346
V443086538,Spectra,Kia,2004,98328
Q622536582,Vigor,Acura,1993,36194
Y059371704,Murciélago,Lamborghini,2003,61901
Y413559622,Golf III,Volkswagen,1995,90235
O885503059,tC,Scion,2009,49417
Y845886937,Exige,Lotus,2007,68666
L651713438,IS F,Lexus,2009,97308
U834480980,Swift,Suzuki,1996,78608
W855197835,Grand Am,Pontiac,1986,85068
M418298707,Nubira,Daewoo,2002,8975
U838226935,Expedition EL,Ford,2010,55884
E735326455,Yukon XL,GMC,2006,90151
U540050941,MPV,Mazda,1991,93277
Z538634477,GS,Lexus,1996,13115
J025614014,ES,Lexus,2003,41252
E125370676,Rendezvous,Buick,2006,98854
O802154862,Sentra,Nissan,1993,44971
B177950024,Mariner,Mercury,2006,60963
H334741314,Town & Country,Chrysler,2007,53857
P227196803,Ram 50,Dodge,1992,90115
F035362323,F350,Ford,1996,66615
X048160888,Cooper Countryman,MINI,2011,70551
V718470922,Laser,Plymouth,1991,69747
E230872348,G-Series G30,Chevrolet,1992,30287
A142185747,G25,Infiniti,2011,4712
P669793319,Sportage,Kia,2006,78211
A676341144,A8,Audi,2000,53461
V453157894,745,BMW,2004,84068
W897673927,Grand Am,Pontiac,1988,88569
L610677602,XLR,Cadillac,2008,69158
O989079370,Ascender,Isuzu,2006,71328
L883051814,TrailBlazer,Chevrolet,2007,21586
A484449710,Commander,Jeep,2007,87304
H516847788,GTI,Volkswagen,2002,99242
D322352775,Integra,Acura,1993,16821
A220319132,Celica,Toyota,1976,2377
C794565867,Elise,Lotus,2007,78941
A757477391,Mustang,Ford,1994,9163
N851216128,Express 1500,Chevrolet,2009,16459
A853731535,Challenger,Dodge,2011,80532
W061904603,Malibu,Chevrolet,2008,83508
C647360869,Talon,Eagle,1997,99710
H012034781,S-Class,Mercedes-Benz,2000,40776
K905370642,Econoline E150,Ford,1993,3634
N941820779,Firefly,Pontiac,1987,49190
T132524255,Corvair,Chevrolet,1960,26688
F133232941,MKT,Lincoln,2012,82283
V823162208,3500,Chevrolet,1995,6182
Z098150401,M-Class,Mercedes-Benz,2011,6215
D032968122,7 Series,BMW,2006,43407
T904698114,C8 Spyder,Spyker,2004,42489
V223762342,Touareg,Volkswagen,2006,42885
U771080412,Mini Cooper,Austin,1961,75466
B484092220,HED-5,Hyundai,2012,37909
G171807207,Eclipse,Mitsubishi,2012,90845
C869281173,Bonneville,Pontiac,1967,78248
H193506699,3500 Club Coupe,GMC,1998,23809
W544842104,2500,Chevrolet,2000,76054
L500253806,Sonoma,GMC,1997,23661
R988471046,NX,Nissan,1993,33892
O821969172,Sebring,Chrysler,2009,4101
K633794763,Astro,Chevrolet,1999,74527
B928526816,Savana 2500,GMC,2007,47989
W105573535,Touareg,Volkswagen,2003,12962
P112906744,Expedition EL,Ford,2007,6044
L583506999,Corolla,Toyota,1993,24076
C396918233,Intrepid,Dodge,1995,83933
Q598504926,F-Series,Ford,1994,28539
N983903664,Courier,Ford,1987,85930
H050791919,Ram Van B150,Dodge,1992,88416
Z343039812,S60,Volvo,2003,61412
X720141976,MX-5,Mazda,1997,50765
F859447316,Trans Sport,Pontiac,1990,6051
Z427027311,S2000,Honda,2002,29722
X172086168,Azera,Hyundai,2008,70038
H980154455,Yukon,GMC,2012,24874
G097702268,Toronado,Oldsmobile,1966,93788
H147602273,FR-S,Scion,2013,48574
Q199934293,Explorer,Ford,2002,70717
D335263403,Uplander,Chevrolet,2005,14016
H718703782,Celica,Toyota,2000,37003
U074930583,Eclipse,Mitsubishi,2008,79230
J844790487,Bonneville,Pontiac,1968,84441
R577002449,Prius,Toyota,2004,78291
O883536140,Endeavor,Mitsubishi,2008,98848
C913156248,Discovery,Land Rover,1994,87823
G005496515,Outlander,Mitsubishi,2008,71876
I229133951,F-Series,Ford,2011,52637
I624082368,M-Class,Mercedes-Benz,1998,39079
H485021198,RL,Acura,1998,77474
U290941505,Patriot,Jeep,2009,24658
F685500252,Commander,Jeep,2009,16484
E275216887,Club Wagon,Ford,1992,26601
W343692157,NSX,Acura,1994,14176
Z816644687,Thunderbird,Ford,1997,6917
L216376227,MDX,Acura,2001,46234
X249444298,Achieva,Oldsmobile,1993,56728
T104876125,LR4,Land Rover,2011,9696
U310521655,Monaco,Dodge,1992,24396
I827476138,Escort,Ford,1989,95082
F268410257,Camry Hybrid,Toyota,2010,77808
J372225192,xD,Scion,2012,9495
U595858761,GranTurismo,Maserati,2010,54750
O959834592,Esprit,Lotus,1985,24659
Q508180878,Ram Van 2500,Dodge,1996,4820
H224677939,Astro,Chevrolet,1995,23108
N663485347,1500,Chevrolet,1996,13918
Q930689040,GT500,Ford,2007,59654
Z705795367,Protege,Mazda,1997,14508
H410068328,IS F,Lexus,2011,63029
W794292053,Fusion,Ford,2008,18964
C903797961,Ranger,Ford,2007,62478
R055372631,Pathfinder,Nissan,2002,31869
E683008264,Voyager,Plymouth,2000,26387
F816983585,CLK-Class,Mercedes-Benz,2002,59926
C712111094,Grand Prix,Pontiac,1986,48110
H978662025,Mirage,Mitsubishi,1990,50920
M808841727,Wrangler,Jeep,2011,95230
Z883360787,929,Mazda,1990,67599
G669483203,GTI,Volkswagen,2000,12154
F421084514,5 Series,BMW,2012,9319
G592417358,Century,Buick,1986,97826
E652092210,Sonoma Club Coupe,GMC,1997,48041
H881283447,Quattro,Audi,1994,77574
Z971452495,G3,Pontiac,2010,82434
M218183425,Forenza,Suzuki,2007,74645
Z954370207,Cavalier,Chevrolet,1998,13467
R724530208,Yukon XL 1500,GMC,2008,59862
Z673032470,Commander,Jeep,2009,96394
F269340860,Quest,Nissan,2001,29560
X626674052,QX,Infiniti,2001,3661
R871939810,Explorer Sport Trac,Ford,2004,85892
J972700884,Corolla,Toyota,1995,37834
L748250789,XJ Series,Jaguar,2003,47529
V007574432,530,BMW,2003,45965
I716879610,GTI,Volkswagen,2004,19882
F009157358,H3T,Hummer,2009,89420
Q184687158,G,Infiniti,2011,41508
W503511262,Escape,Ford,2004,74242
A924048741,9000,Saab,1990,19074
T347518910,Sierra 2500,GMC,2005,34193
G706234991,Grand Marquis,Mercury,1989,70501
C652799310,Dakota,Dodge,2005,39315
B895279664,S5,Audi,2008,72599
F067848925,RX-7,Mazda,1989,12701
G366604311,Tundra,Toyota,2009,2307
E481063594,Silverado 1500,Chevrolet,2001,64639
V866563551,Celica,Toyota,2003,78575
S507421856,RAV4,Toyota,2001,83897
U083696056,Suburban,Chevrolet,2011,19404
A419140549,Continental Mark VII,Lincoln,1986,37037
O994007940,A7,Audi,2012,5590
U727679669,Panamera,Porsche,2012,91625
W753704979,Town Car,Lincoln,1984,87562
C519832744,Dakota Club,Dodge,1998,55512
Z682413490,200SX,Nissan,1997,18006
P068080157,Golf,Volkswagen,1976,86629
Y964770217,E150,Ford,2006,59743
W620595212,Murciélago,Lamborghini,2010,47922
E367889457,LR4,Land Rover,2010,28020
I726372283,Colt,Dodge,1993,71761
O762054218,Celica,Toyota,1984,71158
J242475422,Durango,Dodge,2011,11407
D000588739,LUV,Chevrolet,1979,97010
N559802558,M,Infiniti,2011,51137
J823931810,Tundra,Toyota,2012,28450
Z963701862,Spider,Alfa Romeo,1994,81268
C208007928,TrailBlazer,Chevrolet,2008,46891
F975295799,Element,Honda,2008,99235
L227364339,Ram 3500,Dodge,2002,85223
G820654071,F150,Ford,2010,67208
S924542778,Armada,Nissan,2011,28440
J555913705,3 Series,BMW,2012,7984
M571270600,XJ Series,Jaguar,1993,92126
N829017635,Golf,Volkswagen,1999,60414
Q130053929,Firebird,Pontiac,1985,56528
N310631720,5 Series,BMW,2004,15273
I203296348,Wrangler,Jeep,2006,77219
S574833626,Electra,Buick,1989,33024
M132495197,Sierra 3500,GMC,2005,13588
F682748950,Parisienne,Pontiac,1986,50287
P232488760,FX,Infiniti,2003,87507
P915230680,Bonneville,Pontiac,1968,91200
Z867999701,Familia,Mazda,1989,15298
Y976742792,Festiva,Ford,1993,96316
P935083678,RL,Acura,2005,54760
B084196350,GTO,Pontiac,2005,29576
Y298194615,XL7,Suzuki,2009,85426
M689130696,Bronco,Ford,1987,9524
E815222863,Solara,Toyota,2005,50099
U366695726,Malibu,Chevrolet,2005,51317
O918508459,Escalade EXT,Cadillac,2006,69071
H449829513,RS4,Audi,2008,82045
R635773128,Bonneville,Pontiac,1968,87238
F060997652,CR-X,Honda,1985,73547
B747617726,Grand Prix,Pontiac,1992,25608
B141301178,SC,Lexus,1997,9492
R577312368,VUE,Saturn,2003,22312
J041212491,Town Car,Lincoln,1992,95631
Z253131935,Estate,Buick,1990,86020
K058027236,SLK-Class,Mercedes-Benz,2006,37990
Z443333129,3500 Club Coupe,GMC,1998,58570
K609636764,Traverse,Chevrolet,2011,50455
B916871959,Cutlass Cruiser,Oldsmobile,1994,96861
W910618849,Range Rover,Land Rover,1994,97560
R130582001,XK Series,Jaguar,2000,2065
Z924351832,Accord,Honda,2001,64301
Q699067816,850,Volvo,1993,83379
E008724268,Liberty,Jeep,2012,84811
K723587986,Mariner,Mercury,2010,27662
T443778526,Colorado,Chevrolet,2006,80018
J775050159,Excel,Hyundai,1993,8575
R412337693,E-Class,Mercedes-Benz,1995,56176
M614930813,Suburban 1500,Chevrolet,2008,31245
X853640169,Cruze,Chevrolet,2012,49106
M486314917,Accord,Honda,1992,35088
T561136829,Grand Marquis,Mercury,1987,93447
U149312097,Touareg,Volkswagen,2009,80825
G033448578,Cayenne,Porsche,2009,16436
B272731353,4Runner,Toyota,2000,70682
J491678908,Sportage,Kia,1996,33915
D643509001,Th!nk,Ford,2001,54635
W232206320,928,Porsche,1988,92587
O428700244,6 Series,BMW,2004,3914
T109334699,C-Class,Mercedes-Benz,2008,62465
S324222241,E-Series,Ford,1990,28389
I708092063,Colt,Plymouth,1994,39941
P789984528,Land Cruiser,Toyota,2011,24584
K894039995,LeSabre,Buick,2003,4775
D054059413,XT,Subaru,1989,9661
W897505049,Sentra,Nissan,1991,71206
S388505476,F-Series,Ford,2001,41761
T370199533,Reliant,Plymouth,1981,79035
N035957814,1500,GMC,1997,1833
Z344296474,2500,Chevrolet,1997,16287
B105119426,Outback,Subaru,2011,63227
G678545840,Prizm,Geo,1994,22961
A683929411,Range Rover Sport,Land Rover,2009,12498
Q821585606,Tiburon,Hyundai,2008,66257
K852779048,Civic,Honda,1995,39070
R352841180,MINI,MINI,2002,72161
I845834867,Nitro,Dodge,2009,88086
N901464701,V70,Volvo,2004,23860
S708383673,240,Volvo,1993,64238
O044466936,Entourage,Hyundai,2007,64656
C201010609,240SX,Nissan,1995,94352
Z487583297,E-Series,Ford,1995,99678
I908891378,Passat,Volkswagen,1993,71842
E811717783,S-Class,Mercedes-Benz,1993,20816
Q002817359,Ranger,Ford,1991,65829
U953860324,D350 Club,Dodge,1992,78233
Q553923212,Xterra,Nissan,2012,85707
J748157598,TT,Audi,2005,99212
S701051353,Esprit,Lotus,1989,80767
E218423041,GTI,Volkswagen,2009,42126
X143754131,Civic,Honda,1980,72972
Z775066846,M5,BMW,2009,87675
H592173475,Tiguan,Volkswagen,2009,35068
U472897357,G-Series G30,Chevrolet,1993,69954
I443746181,Civic Si,Honda,2006,15195
C082991676,Firebird,Pontiac,1967,32688
H674119652,500E,Mercedes-Benz,1992,87445
O648418354,RAV4,Toyota,2009,61377
W521600648,D350,Dodge,1993,38440
P293629358,Gemini,Pontiac,1988,35179
K240079292,Cabriolet,Volkswagen,1989,8945
L489618683,6000,Pontiac,1989,13957
U296311800,Passat,Volkswagen,2012,3525
C579253894,Sebring,Chrysler,2001,91188
X403179164,Grand Cherokee,Jeep,1998,72124
P598098792,GX,Lexus,2012,65838
Z481023962,IS,Lexus,2001,12547
A616601188,Express 1500,Chevrolet,2000,26647
N968135575,Element,Honda,2011,86894
Z799749775,Grand Marquis,Mercury,2008,54735
M315379112,Mazda3,Mazda,2006,32490
X839816297,Viper,Dodge,2003,8875
Z823281712,Thunderbird,Ford,2006,85064
K714264738,Interceptor,Jensen,1967,55032
S187174619,LX,Lexus,2006,78353
P731637234,Yukon,GMC,1992,70247
S764752177,Flex,Ford,2013,38474
D678911092,Ram 2500,Dodge,2009,81333
O214107550,RSX,Acura,2004,38877
T630112344,Savana 3500,GMC,2003,39822
T906780673,940,Volvo,1993,46620
V876382987,Pathfinder,Nissan,1999,90470
F812322119,Range Rover,Land Rover,1999,23909
S356017145,Avalon,Toyota,2003,90522
G345900593,Capri,Mercury,1986,67710
V226863637,MR2,Toyota,2002,66670
B448907928,S-Class,Mercedes-Benz,2007,31378
E069615953,XLR-V,Cadillac,2007,42713
Z227905721,Civic,Honda,2006,17514
X085028744,Ram Van 3500,Dodge,1996,75691
D053709163,Cougar,Mercury,1968,75428
B943074339,Spectra,Kia,2001,63776
N841925859,Express 1500,Chevrolet,2003,19833
N249521978,Tacoma,Toyota,2006,79280
I388400193,Bronco,Ford,1994,75046
E317451094,GTI,Volkswagen,1988,98905
E929981228,Commander,Jeep,2009,28777
L929897885,Silhouette,Oldsmobile,1997,47791
V996136611,X-Type,Jaguar,2002,19494
R339644684,Viper,Dodge,2003,5415
Q489967075,Rally Wagon 2500,GMC,1994,22410
T353582943,Sequoia,Toyota,2007,37062
W268792575,Crown Victoria,Ford,2007,28359
A444867199,745,BMW,2004,17202
G972061444,E-Series,Ford,2002,75265
C164020842,Grand Am,Pontiac,2004,26267
K240581039,Esprit,Lotus,2003,13733
D291911830,Ram 1500,Dodge,2006,83242
P366100811,Yukon XL 1500,GMC,2007,7729
V875684219,SLK-Class,Mercedes-Benz,2010,61331
A684429170,S60,Volvo,2006,45227
Z279109526,3500 Club Coupe,GMC,1995,53498
U716308245,Phantom,Rolls-Royce,2013,65974
E847010339,LR3,Land Rover,2007,50436
D478564228,ES,Lexus,1992,65753
Q419644241,Econoline E250,Ford,1993,92713
T395714908,Ridgeline,Honda,2009,81120
W768072744,A4,Audi,1997,91924
V396807011,Dakota,Dodge,2011,31540
U201885664,62,Maybach,2007,4349
D722817628,V8 Vantage,Aston Martin,2012,49258
T560531348,Q5,Audi,2012,26775
G265088497,Avenger,Dodge,2012,99130
W857201084,Town Car,Lincoln,1998,2582
S305648987,SJ 410,Suzuki,1986,48679
Q607759455,XJ Series,Jaguar,2002,84958
W231176373,C-Class,Mercedes-Benz,1997,20651
G715749455,Amanti,Kia,2006,60345
K900191502,Grand Prix,Pontiac,2008,60886
N025867782,S4,Audi,2009,56551
T355076668,3 Series,BMW,1997,89903
C757075322,Sierra 2500,GMC,2006,95908
O853827154,S-Type,Jaguar,2004,37388
Y324592515,Econoline E150,Ford,1998,42238
Y750626821,Ram Wagon B250,Dodge,1994,74046
O290537422,Range Rover,Land Rover,2009,28724
J648331117,M-Class,Mercedes-Benz,2002,70661
L196643933,Truck,Mitsubishi,1987,13823
R912592671,M5,BMW,2009,59203
F083465769,Metro,Chevrolet,1999,37263
X471198007,Acadia,GMC,2010,42607
J045340069,F-Series,Ford,1994,20462
Z278671417,Tahoe,Chevrolet,1998,49139
B655053890,Endeavor,Mitsubishi,2011,26504
