CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
715,L306953388,25,56800,2022-04-09
716,N357761145,23,1710188,2022-03-02
717,L625837335,19,92397,2022-10-09
718,O797079941,11,873301,2022-07-16
719,J018264501,27,946134,2022-01-26
720,S466601896,28,1270444,2022-09-21
721,P758063670,3,267636,2022-09-16
722,F694935149,13,644111,2022-03-25
723,C042489337,8,258088,2022-08-24
724,B674020968,15,1165200,2022-01-10
725,H496087259,10,74480,2022-01-05
726,W801761065,11,967109,2022-09-11
727,T653263418,6,279684,2022-08-22
728,A606895442,23,671623,2022-04-10
729,S173852567,14,1390718,2022-11-28
730,W976944973,17,557328,2022-02-18
731,F033364800,22,269764,2022-05-15
732,I042029649,2,180660,2022-02-24
733,F524136742,16,299280,2022-06-15
734,W627998236,22,1148488,2022-05-22
735,O154986055,28,2638524,2022-10-27
736,P511871292,12,845172,2022-10-15
737,W702123429,6,282240,2022-02-01
738,E612715986,25,1195600,2022-01-17
739,F457700505,8,183800,2022-10-10
740,B926164119,16,1386656,2022-04-21
741,G364907167,9,215865,2022-04-22
742,W280805842,2,79626,2022-05-16
743,X460676864,16,787184,2022-01-08
744,W319274254,30,2865750,2022-12-08
745,H645206822,15,974880,2022-02-09
746,B929855657,19,838508,2022-09-22
747,P626455908,3,50064,2022-11-12
748,W801761065,4,351676,2022-10-23
749,Q631063254,27,1941030,2022-09-29
750,J239240302,15,1395045,2022-10-16
751,H235118214,11,638891,2022-05-28
752,K426456728,28,2097172,2022-08-18
753,Y169975239,25,203550,2022-07-11
754,F573128915,11,344817,2022-05-08
755,Y067158542,12,62172,2022-05-01
756,J560658148,23,866157,2022-09-24
757,W706567633,12,229380,2022-10-28
758,N037783278,20,1742660,2022-09-15
759,P592625225,27,2021625,2022-11-28
760,G683484616,5,165400,2022-01-17
761,H557805714,13,958802,2022-11-16
762,P391192927,22,1547040,2022-08-29
763,U449146077,3,281349,2022-07-05
764,Z027365999,5,115180,2022-04-12
765,F341769064,1,96475,2022-05-20
766,G148747023,2,198612,2022-02-10
767,P940910126,25,2064025,2022-08-14
768,B855115307,28,690732,2022-06-22
769,U496952703,18,503604,2022-10-01
770,A606895442,11,321211,2022-10-18
771,Q405646356,28,2201584,2022-09-21
772,J522521405,23,1880756,2022-04-09
773,Y179243241,24,309216,2022-09-28
774,W319274254,14,1337350,2022-05-28
775,Y784340727,13,154349,2022-09-05
776,H957734696,23,562856,2022-08-11
777,Q872715442,20,742960,2022-01-09
778,W177054398,11,1072214,2022-10-08
779,B514121037,8,780536,2022-11-26
780,P511871292,15,1056465,2022-01-21
781,A503624634,22,446710,2022-07-18
782,M387720089,14,1367394,2022-10-15
783,U989032654,2,26822,2022-08-07
784,P044144927,8,53432,2022-04-01
785,V050397298,26,2357940,2022-11-05
786,B547320719,24,442776,2022-10-20
787,B089717170,22,1089682,2022-11-11
788,C809725832,29,2555480,2022-07-13
789,T856630757,27,133245,2022-03-01
790,W512602413,9,617814,2022-12-02
791,E599401013,1,80800,2022-06-21
792,L066680040,18,834858,2022-10-11
793,R599842961,22,884268,2022-02-13
794,R588450315,29,355540,2022-02-27
795,I006383636,18,278226,2022-02-16
796,O777554985,17,1425348,2022-03-01
797,O271066400,2,74294,2022-07-13
798,F510555806,6,162306,2022-08-02
799,X678961074,7,46368,2022-06-06
800,S513001278,10,647950,2022-05-15
801,Y169975239,16,130272,2022-07-13
802,V549103886,5,332030,2022-06-11
803,R157835570,23,1682427,2022-12-22
804,E150444475,26,2334358,2022-05-08
805,P494002797,17,1376779,2022-04-27
806,N064978122,11,436304,2022-04-20
807,K776229452,27,1640358,2022-11-21
808,F318267263,16,926624,2022-02-17
809,G768792448,29,401360,2022-01-05
810,R308840841,22,1747284,2022-07-12
811,Q766971885,23,803758,2022-11-13
812,M926037407,16,496016,2022-06-15
813,O482969425,27,1116531,2022-03-09
814,H432363561,19,211223,2022-05-11
815,J699515866,18,1514988,2022-11-07
816,M107246804,1,19338,2022-07-15
817,U195532449,27,2491452,2022-03-08
818,P511871292,7,493017,2022-11-22
819,K525466793,7,696066,2022-11-23
820,V010582306,1,74527,2022-02-08
821,D953245086,3,76470,2022-02-11
822,L527089852,15,1139745,2022-12-30
823,H874491629,1,69880,2022-10-11
824,L297770115,25,39625,2022-07-10
825,V245404749,17,1341997,2022-05-11
826,C375200856,16,522976,2022-02-12
827,Z545966983,27,1720359,2022-02-21
828,R145944006,28,43932,2022-10-20
829,X775257222,14,405846,2022-06-07
830,F817772523,10,20990,2022-11-09
831,Q405646356,11,864908,2022-07-17
832,E084008933,11,662090,2022-01-16
833,R479335556,17,82943,2022-02-20
834,D035741442,12,1087500,2022-05-15
835,P672953430,15,99450,2022-11-20
836,R882412954,8,333408,2022-08-16
837,S513001278,4,259180,2022-07-28
838,Z012094881,3,47169,2022-03-24
839,J084575704,28,2779616,2022-02-18
840,F490375577,8,709888,2022-09-30
841,P070368244,15,1452885,2022-03-16
842,O002990821,15,1351635,2022-07-15
843,T256482670,12,488004,2022-03-30
844,G328694289,22,1123342,2022-08-09
845,Z221263507,20,298560,2022-04-26
846,K098038286,4,26012,2022-12-06
847,F032211073,25,603200,2022-08-11
848,R588450315,26,318760,2022-12-25
849,O963740725,22,1995884,2022-03-09
850,G988240777,13,1161017,2022-03-14
851,S155909356,14,125608,2022-08-08
852,X131735671,27,972729,2022-05-30
853,J791418503,14,761082,2022-11-28
854,H645206822,2,129984,2022-11-04
855,W966855150,19,1108821,2022-09-09
856,L535485122,12,271644,2022-05-14
857,P511871292,2,140862,2022-04-22
858,Y692860867,14,1065246,2022-10-24
859,F728748380,7,390782,2022-03-01
860,K675118973,18,127188,2022-01-07
861,O271066400,1,37147,2022-03-25
862,E286975003,23,1404288,2022-01-06
863,Q979647062,19,439337,2022-04-30
864,P626455908,6,100128,2022-04-14
865,F657366749,6,248100,2022-06-19
866,G142738053,29,1689917,2022-10-13
867,Y641628884,26,2072694,2022-10-29
868,V053300636,6,329892,2022-04-15
869,I820340673,22,265430,2022-02-01
870,H870694072,30,658530,2022-10-28
871,V053300636,21,1154622,2022-09-22
872,Z793212332,24,805128,2022-08-25
873,L424845602,22,859848,2022-11-13
874,L132949567,20,950820,2022-05-05
875,R063315992,3,63615,2022-12-18
876,K768066628,17,185946,2022-06-11
877,K984183351,23,1454819,2022-09-22
878,L708776341,22,446952,2022-12-09
879,G836049523,5,301865,2022-12-23
880,H557805714,18,1327572,2022-09-20
881,B089717170,13,643903,2022-09-20
882,Y141924972,7,457016,2022-11-23
883,X131004086,22,1301872,2022-04-09
884,T538134172,2,72866,2022-08-05
885,I391633410,15,739995,2022-08-29
886,N037783278,28,2439724,2022-03-14
887,D348188468,20,317900,2022-03-17
888,R943562673,6,210282,2022-01-16
889,N315432207,20,1616440,2022-09-21
890,D695678553,16,1393216,2022-08-03
891,E701115984,30,2253240,2022-11-05
892,U602075933,9,643851,2022-01-05
893,E212325485,3,233844,2022-05-15
894,Z363405135,22,2156286,2022-10-11
895,B198396987,13,480051,2022-09-18
896,Z506577709,3,58923,2022-06-12
897,X331394143,2,50186,2022-03-20
898,C809725832,30,2643600,2022-11-16
899,G362341523,14,162050,2022-05-03
900,Z545966983,9,573453,2022-05-01
901,L452429983,19,625214,2022-01-29
902,A644157470,3,203208,2022-03-09
903,O482969425,5,206765,2022-05-14
904,J487303391,28,560616,2022-11-20
905,L625837335,9,43767,2022-09-13
906,K525466793,13,1292694,2022-12-12
907,N250087252,17,1334772,2022-04-22
908,Q429923717,1,66427,2022-02-24
909,J815969329,28,2086700,2022-11-30
910,B368741407,26,2486614,2022-01-05
911,Z493585005,9,701460,2022-12-22
912,D348188468,5,79475,2022-10-15
913,Q009275024,28,2479064,2022-11-16
914,C647998314,21,1762635,2022-01-17
915,I000309561,26,1819766,2022-03-01
916,F817772523,13,27287,2022-02-02
917,G245179103,3,10620,2022-06-08
918,V087840460,1,86579,2022-05-29
919,F473905391,5,477470,2022-04-23
920,P623048563,10,908090,2022-04-12
921,T653263418,29,1351806,2022-10-22
922,Z917939740,28,1664264,2022-12-21
923,H557805714,11,811294,2022-11-16
924,Z156770438,29,80707,2022-09-08
925,Q753858224,25,2179175,2022-12-28
926,V649487358,14,1030484,2022-03-17
927,B059047199,9,616788,2022-04-21
928,L535485122,14,316918,2022-07-15
929,B025758068,20,1524760,2022-06-29
930,F573128915,28,877716,2022-02-05
931,J584027212,6,284796,2022-01-09
932,L899573153,2,184154,2022-06-15
933,O963740725,17,1542274,2022-10-30
934,W036837189,27,147069,2022-01-03
935,F473905391,25,2387350,2022-07-08
936,F318267263,12,694968,2022-04-14
937,J487303391,30,600660,2022-10-11
938,T007675122,19,1573238,2022-05-22
939,H905617007,6,459672,2022-01-07
940,E150444475,25,2244575,2022-01-02
941,H287279513,18,1407546,2022-03-09
942,X111172529,8,269032,2022-03-22
943,V642001892,9,893277,2022-11-15
944,L065474930,16,629648,2022-10-04
945,F895991476,30,1912530,2022-08-06
946,W516605514,30,1648800,2022-12-25
947,H797052807,23,569089,2022-05-14
948,Q112016639,24,748896,2022-12-18
949,C647821765,10,843500,2022-04-15
950,C502625116,10,397280,2022-03-26
951,U951547738,5,299115,2022-09-14
952,J584027212,7,332262,2022-04-25
953,M107246804,6,116028,2022-05-24
954,D243680166,27,2297430,2022-01-24
955,P236689160,3,145566,2022-11-23
956,V013851683,11,823559,2022-09-01
957,F158695430,14,704928,2022-11-13
958,E928878967,10,842170,2022-12-27
959,H669884465,13,407004,2022-12-01
960,R839463235,23,154031,2022-02-03
961,Z454157415,1,98711,2022-12-11
962,F073599766,6,314886,2022-10-30
963,Q150056441,12,740484,2022-09-20
964,F650427154,23,1732199,2022-02-14
965,S204785497,26,609128,2022-02-11
966,T564991587,15,816990,2022-10-04
967,U255290453,9,282645,2022-10-24
968,P942578899,5,356275,2022-12-16
969,L065474930,24,944472,2022-01-20
970,U439819936,21,1005942,2022-09-01
971,N147457289,10,556960,2022-04-06
972,L424845602,15,586260,2022-02-12
973,P536025382,25,368725,2022-01-05
974,L178691740,24,1458408,2022-01-20
975,N343526889,13,544258,2022-02-13
976,T395317199,28,220724,2022-01-04
977,V813268456,20,581540,2022-12-16
978,P216361151,30,678030,2022-07-10
979,G142738053,4,233092,2022-01-09
980,B084899113,19,603744,2022-06-03
981,O109792584,17,1475940,2022-01-17
982,O271066400,24,891528,2022-07-27
983,B514121037,6,585402,2022-06-13
984,Z832300084,25,916525,2022-12-15
985,U288325031,30,2335470,2022-06-21
986,E150444475,10,897830,2022-12-25
987,H571457057,3,154419,2022-10-14
988,Z493585005,3,233820,2022-11-26
989,L440506770,7,243467,2022-07-20
990,J239240302,1,93003,2022-09-19
991,C894196951,28,2790788,2022-04-29
992,L636418777,9,792387,2022-09-18
993,K675118973,13,91858,2022-07-30
994,X547437075,12,26628,2022-08-11
995,R344978972,14,1297296,2022-04-27
996,O956865816,30,664800,2022-11-30
997,O450804669,12,463080,2022-02-18
998,L051140613,21,543900,2022-06-20
999,B443820780,4,26200,2022-04-24
1000,G661171237,30,1068630,2022-01-02
1001,R157835570,2,146298,2024-05-04
1002,G940289043,4,281048,2024-03-24
1003,K470892417,21,358092,2024-12-02
1004,V053300636,28,1539496,2024-03-10
1005,F173403811,19,589836,2024-07-02
1006,Y296258282,10,946000,2024-06-27
1007,D344923140,25,296400,2024-01-12
1008,W215461434,2,177442,2024-05-28
1009,Q374268086,25,1112750,2024-06-18
1010,I650102432,25,1757125,2024-08-21
1011,M387720089,14,1367394,2024-11-20
1012,F650068521,29,1188072,2024-08-27
1013,A228947734,9,503685,2024-09-29
1014,P044144927,15,100185,2024-08-24
1015,S426674954,5,142705,2024-04-16
1016,O450804669,18,694620,2024-12-12
1017,A468883603,9,460665,2024-06-20
1018,A503624634,6,121830,2024-07-21
1019,W851494912,30,1509600,2024-03-09
1020,I391633410,16,789328,2024-01-16
1021,P793665209,11,956439,2024-09-02
1022,T007675122,8,662416,2024-06-21
1023,V087840460,22,1904738,2024-11-08
1024,S864116125,26,652730,2024-07-12
1025,N588786186,9,752085,2024-07-27
1026,C676921197,1,12351,2024-04-23
1027,W398971070,28,2187416,2024-04-22
1028,H307902379,12,1117428,2024-12-05
1029,T017774655,9,691128,2024-01-09
1030,U124232076,26,1280838,2024-01-16
1031,B926164119,12,1039992,2024-08-18
1032,Z637397883,22,1951884,2024-04-03
1033,T538134172,8,291464,2024-06-13
1034,R145944006,28,43932,2024-07-16
1035,Y870917756,19,1814671,2024-08-24
1036,P897836561,13,934752,2024-07-10
1037,T338673690,14,40362,2024-07-09
1038,V091858224,4,54952,2024-06-21
1039,D136469511,2,188036,2024-01-24
1040,Q850678922,23,1884942,2024-03-20
1041,N259778916,10,99200,2024-04-18
1042,K964087101,1,92658,2024-04-14
1043,V013851683,17,1272773,2024-02-15
1044,E054956624,1,46552,2024-02-22
1045,U409952614,1,37262,2024-09-13
1046,E387952749,27,1854657,2024-07-18
1047,W681083986,7,588868,2024-09-17
1048,B443820780,8,52400,2024-08-18
1049,P942578899,18,1282590,2024-06-14
1050,G245179103,30,106200,2024-05-25
1051,G373221450,22,594946,2024-12-03
1052,W349969931,27,708588,2024-09-05
1053,W681083986,19,1598356,2024-08-22
1054,J791418503,19,1032897,2024-06-01
1055,N380701156,27,2547234,2024-05-09
1056,T070850555,22,1712766,2024-11-07
1057,S906740796,23,220547,2024-12-16
1058,F473905391,29,2769326,2024-10-04
1059,G163009033,2,148480,2024-07-27
1060,K044004460,14,895048,2024-10-23
1061,V245404749,9,710469,2024-10-22
1062,I287499056,22,1888810,2024-11-03
1063,X581279438,1,74105,2024-08-24
1064,K526395923,15,870060,2024-11-19
1065,P500381193,24,342240,2024-03-17
1066,S802255447,17,425323,2024-03-23
1067,Z544596065,10,351410,2024-04-20
1068,X447441237,10,655700,2024-02-06
1069,P591207427,6,348108,2024-11-17
1070,H557805714,7,516278,2024-04-21
1071,K526395923,14,812056,2024-05-24
1072,G399765948,1,93456,2024-08-20
1073,R176415300,8,627936,2024-05-14
1074,J834892150,15,1494075,2024-06-06
1075,X547437075,16,35504,2024-11-22
1076,Q150056441,10,617070,2024-11-12
1077,L065474930,7,275471,2024-11-11
1078,E755360650,20,844560,2024-11-16
1079,N975393626,9,306387,2024-09-17
1080,X447441237,29,1901530,2024-08-14
1081,R897366680,18,583668,2024-12-07
1082,L802028512,4,91272,2024-07-25
1083,M926037407,7,217007,2024-12-17
1084,G142738053,23,1340279,2024-06-19
1085,H125481266,17,167399,2024-07-14
1086,G440036261,10,640060,2024-06-23
1087,T050210133,14,69720,2024-12-06
1088,Y859429450,26,2088476,2024-06-22
1089,W973202434,20,991880,2024-01-27
1090,O448665958,27,763992,2024-11-10
1091,K967283819,16,332544,2024-08-13
1092,V087840460,15,1298685,2024-12-25
1093,C010521463,5,155195,2024-02-13
1094,G622737597,24,1070640,2024-11-27
1095,A243637392,13,293904,2024-12-24
1096,F167425315,17,298707,2024-08-28
1097,Q766971885,17,594082,2024-07-27
1098,M441192044,24,1523904,2024-08-08
1099,Z493585005,12,935280,2024-01-29
1100,N588786186,8,668520,2024-05-20
1101,C081665282,11,1089462,2024-04-23
1102,U330932532,5,355560,2024-03-07
1103,A644157470,1,67736,2024-09-23
1104,F239751988,2,97240,2024-02-08
1105,X581279438,13,963365,2024-01-05
1106,U711736928,2,161414,2024-01-20
1107,Z742478223,11,12353,2024-05-04
1108,Z298650762,28,214732,2024-01-13
1109,I249048847,17,186694,2024-01-20
1110,F582803310,22,1551176,2024-07-02
1111,X488056880,13,291031,2024-12-20
1112,V549103886,4,265624,2024-10-02
1113,W976944973,18,590112,2024-03-15
1114,T616019194,3,59478,2024-06-25
1115,Q872715442,13,482924,2024-08-02
1116,W336315175,23,2272285,2024-09-26
1117,T435687422,29,1117834,2024-12-27
1118,F696689292,25,428475,2024-06-19
1119,O797079941,25,1984775,2024-08-23
1120,M194680066,10,177680,2024-07-14
1121,K302758235,17,1558764,2024-12-10
1122,K499925090,19,1766487,2024-02-18
1123,T186807809,6,240450,2024-07-05
1124,B574722055,14,679224,2024-04-12
1125,T629832223,15,693345,2024-12-28
1126,Q872715442,1,37148,2024-05-20
1127,U124232076,27,1330101,2024-08-07
1128,F998633996,20,1881160,2024-12-06
1129,N101035737,11,719499,2024-07-17
1130,Q707393868,2,140114,2024-09-10
1131,I006383636,17,262769,2024-02-21
1132,U811815132,2,64810,2024-08-20
1133,H669884465,30,939240,2024-10-07
1134,Y145434488,13,543387,2024-04-05
1135,C661008057,25,1595725,2024-03-22
1136,D566525219,6,325596,2024-09-26
1137,K499925090,24,2231352,2024-06-16
1138,F457700505,25,574375,2024-01-28
1139,Y052029588,6,165168,2024-01-02
1140,X536101175,18,142416,2024-11-22
1141,G306245598,13,1207362,2024-06-08
1142,Y087442545,7,628950,2024-03-14
1143,Q707393868,1,70057,2024-08-02
1144,J239240302,13,1209039,2024-08-26
1145,V649487358,9,662454,2024-03-12
1146,W512602413,28,1922088,2024-08-13
1147,D035741442,7,634375,2024-12-09
1148,I342673109,11,789426,2024-12-16
1149,G328694289,3,153183,2024-04-09
1150,G822912920,7,499114,2024-01-18
1151,W648466726,4,372788,2024-03-11
1152,X963788906,8,658664,2024-04-10
1153,O002990821,4,360436,2024-01-06
1154,R549345070,3,82539,2024-04-28
1155,M848371534,7,393337,2024-07-11
1156,X841782720,21,1943235,2024-12-18
1157,K157947778,4,395692,2024-10-29
1158,Q172783216,15,418875,2024-10-19
1159,A659737920,14,261884,2024-04-18
1160,U480695741,16,575984,2024-07-22
1161,I031696937,5,222615,2024-03-14
1162,O126363356,10,135230,2024-04-23
1163,I902190783,23,2237877,2024-08-28
1164,R232083239,29,2205711,2024-10-30
1165,G245179103,6,21240,2024-11-28
1166,C166938989,4,272288,2024-11-05
1167,S255811793,14,174006,2024-12-10
1168,G821038534,20,1529400,2024-03-09
1169,T256482670,5,203335,2024-11-22
1170,Q112016639,30,936120,2024-01-21
1171,C498380988,26,1430832,2024-09-21
1172,R488380566,14,508788,2024-01-21
1173,H157917992,23,1857641,2024-11-04
1174,I742402077,4,311892,2024-02-05
1175,D825382288,24,1445472,2024-12-14
1176,E755360650,15,633420,2024-01-18
1177,Q955787248,16,526736,2024-09-03
1178,I902190783,16,1556784,2024-04-26
1179,L840061218,1,96169,2024-11-23
1180,E608115249,13,196716,2024-05-29
1181,V109431887,18,471510,2024-08-08
1182,B574722055,16,776256,2024-02-02
1183,A844092346,13,131638,2024-07-03
1184,B855115307,10,246690,2024-11-25
1185,W419312518,19,1164738,2024-03-29
1186,K727769927,14,181664,2024-12-15
1187,S717373067,15,437850,2024-01-11
1188,R599842961,13,522522,2024-12-27
1189,Z544596065,9,316269,2024-09-16
1190,L463133351,27,254799,2024-11-14
1191,E212325485,2,155896,2024-06-03
1192,D591026975,15,933420,2024-11-13
1193,G555470524,20,1024880,2024-11-06
1194,H594819058,29,2856123,2024-02-03
1195,C676921197,20,247020,2024-08-24
1196,Y944324666,3,268500,2024-06-25
1197,L625837335,1,4863,2024-06-26
1198,X131004086,17,1005992,2024-03-04
1199,C676921197,25,308775,2024-03-24
1200,Z488013552,20,635060,2024-01-15
1201,U711736928,21,1694847,2024-04-05
1202,A444700900,26,2514928,2024-01-26
1203,D035741442,16,1450000,2024-10-11
1204,U439819936,5,239510,2024-08-15
1205,Y784340727,11,130603,2024-12-08
1206,Z832300084,1,36661,2024-12-15
1207,R006393132,3,247911,2024-06-19
1208,V087840460,22,1904738,2024-11-08
1209,F335789993,27,1272105,2024-05-11
1210,O777554985,13,1089972,2024-12-25
1211,W036837189,20,108940,2024-12-25
1212,S590518220,29,344897,2024-01-17
1213,B045852184,16,1136560,2024-04-25
1214,L306953388,13,29536,2024-05-04
1215,A183314876,1,78920,2024-02-09
1216,E650113547,28,1336524,2024-03-07
1217,B053739247,3,119541,2024-10-19
1218,G940289043,20,1405240,2024-10-28
1219,M943487957,17,1649289,2024-07-03
1220,V178697294,13,234429,2024-02-15
1221,I006383636,5,77285,2024-04-10
1222,Q837297985,17,126514,2024-05-07
1223,P044144927,30,200370,2024-11-20
1224,K250056740,17,907800,2024-06-02
1225,D787383227,8,474544,2024-11-14
1226,Y269781051,14,1015224,2024-09-15
1227,S253336412,13,1274559,2024-01-13
1228,K302758235,24,2200608,2024-06-23
1229,C713131951,24,2026560,2024-09-22
1230,X536101175,6,47472,2024-04-29
1231,N343526889,20,837320,2024-03-11
1232,Z454157415,6,592266,2024-11-24
1233,T186807809,15,601125,2024-06-02
1234,E608115249,10,151320,2024-03-20
1235,K250056740,21,1121400,2024-06-07
1236,H180607953,25,1705975,2024-09-21
1237,S906740796,10,95890,2024-08-27
1238,O213847266,9,355986,2024-04-06
1239,G364907167,13,311805,2024-01-03
1240,W921745407,13,1216384,2024-04-28
1241,K585663062,17,721905,2024-09-29
1242,C484508960,18,476460,2024-06-10
1243,J643585567,24,1755984,2024-02-17
1244,H244899150,16,624624,2024-10-11
1245,V877337082,30,639120,2024-08-19
1246,Z545966983,6,382302,2024-02-04
1247,Q275599011,27,1655073,2024-05-21
1248,N147457289,11,612656,2024-04-13
1249,Q429923717,24,1594248,2024-02-24
1250,Z128252466,23,932627,2024-11-11
1251,S155909356,5,44860,2024-04-03
1252,I506707088,15,173730,2024-03-17
1253,V287532763,1,73934,2024-02-16
1254,W944536769,19,301587,2024-12-01
1255,Z637397883,11,975942,2024-04-08
1256,X281799635,7,250215,2024-11-08
1257,I042029649,16,1445280,2024-04-11
1258,W215461434,9,798489,2024-12-28
1259,Q186361741,4,205992,2024-10-22
1260,T653263418,9,419526,2024-03-09
1261,O502901405,12,421224,2024-08-27
1262,B547320719,27,498123,2024-02-14
1263,Y141924972,5,326440,2024-08-06
1264,V617712197,27,1613304,2024-08-29
1265,J714877994,3,130527,2024-05-09
1266,N041606838,15,587340,2024-08-21
1267,W349969931,9,236196,2024-08-21
1268,H669884465,8,250464,2024-08-02
1269,E660005754,1,18492,2024-02-05
1270,U990309396,10,648190,2024-07-29
1271,Q009275024,3,265614,2024-06-04
1272,W512602413,28,1922088,2024-03-25
1273,L485522619,25,1050950,2024-11-28
1274,C085082552,8,776776,2024-01-08
1275,L942555157,3,114261,2024-03-18
1276,K648253971,6,509268,2024-08-08
1277,H433423845,22,121418,2024-12-03
1278,R157835570,5,365745,2024-08-01
1279,W239757852,12,594588,2024-12-13
1280,S717373067,21,612990,2024-10-27
1281,Y182660926,2,124762,2024-04-30
1282,P049165263,20,574580,2024-06-24
1283,Q794367626,2,108712,2024-09-16
1284,F510555806,18,486918,2024-09-14
1285,Q112016639,2,62408,2024-06-21
1286,A352005209,9,359028,2024-08-18
1287,R685212970,20,111040,2024-03-23
1288,U828265421,7,569485,2024-04-30
1289,B045852184,17,1207595,2024-03-01
1290,B777474272,8,447976,2024-10-03
1291,Q112016639,23,717692,2024-10-21
1292,E608115249,7,105924,2024-04-26
1293,J643585567,6,438996,2024-04-23
1294,G821038534,27,2064690,2024-03-29
1295,L729285254,24,229512,2024-10-24
1296,E701115984,21,1577268,2024-09-23
1297,J463563068,13,599885,2024-11-25
1298,X422570317,24,1787736,2024-01-05
1299,C647821765,6,506100,2024-03-24
1300,D842722205,22,1207118,2024-02-06
1301,F998633996,9,846522,2024-02-04
1302,H508104329,6,72294,2024-04-03
1303,G306245598,4,371496,2024-12-23
1304,W038984427,26,2232594,2024-09-21
1305,V897288233,24,951384,2024-02-05
1306,Z544596065,14,491974,2024-10-25
1307,P829129866,7,689437,2024-09-09
1308,S336943901,3,115728,2024-06-15
1309,L424845602,15,586260,2024-02-08
1310,Y067158542,21,108801,2024-04-09
1311,F277009561,29,2378261,2024-02-03
1312,O254429620,11,306988,2024-12-05
1313,C081665282,1,99042,2024-09-12
1314,B546304353,5,165170,2024-07-02
1315,W900686286,5,240340,2024-07-13
1316,Y921904065,19,1708518,2024-02-25
1317,Q631063254,25,1797250,2024-06-02
1318,K956424091,18,459504,2024-06-04
1319,I820340673,23,277495,2024-06-16
1320,M425445185,4,198644,2024-02-07
1321,H433423845,28,154532,2024-09-07
1322,N335389271,19,1762345,2024-07-06
1323,R425867759,6,445608,2024-10-15
1324,K525466793,11,1093818,2024-03-10
1325,S027552319,14,640458,2024-07-05
1326,U550239598,12,945672,2024-10-01
1327,Y613538164,21,1344189,2024-07-04
1328,W512602413,19,1304274,2024-08-17
1329,T840592413,14,575596,2024-11-19
1330,Q753858224,21,1830507,2024-12-23
1331,G065805243,23,1095053,2024-06-10
1332,N330988361,29,173333,2024-11-09
1333,B053739247,13,518011,2024-04-04
1334,P592625225,13,973375,2024-08-28
1335,B633357219,2,198102,2024-11-21
1336,U741951707,17,1241935,2024-06-17
1337,O448665958,3,84888,2024-03-19
1338,U427773141,25,879775,2024-10-30
1339,L440506770,11,382591,2024-12-03
1340,U496952703,28,783384,2024-04-17
1341,S629510692,4,161592,2024-01-14
1342,C647821765,7,590450,2024-02-16
1343,U990860816,3,291399,2024-05-13
1344,O892921644,10,72460,2024-10-03
1345,M811372016,25,42375,2024-07-09
1346,G440036261,28,1792168,2024-09-16
1347,F167425315,2,35142,2024-01-02
1348,U711736928,17,1372019,2024-09-05
1349,J487303391,1,20022,2024-04-08
1350,T058595213,10,694510,2024-06-04
1351,W648466726,19,1770743,2024-04-06
1352,H867691070,5,146630,2024-09-03
1353,H126863580,7,249998,2024-07-07
1354,R897366680,17,551242,2024-02-26
1355,C501309417,2,64754,2024-06-15
1356,K984183351,12,759036,2024-06-08
1357,H125481266,23,226481,2024-07-21
1358,P702142151,10,778450,2024-07-03
1359,R897366680,24,778224,2024-06-06
1360,K355649848,19,1872963,2024-08-04
1361,Y097038117,22,623942,2024-09-08
1362,R997976567,8,474608,2024-10-25
1363,Q878145912,30,388920,2024-02-11
1364,F173852994,17,1632187,2024-02-26
1365,L527089852,16,1215728,2024-12-06
1366,L682245013,16,324448,2024-11-13
1367,F173852994,2,192022,2024-10-24
1368,Y944324666,30,2685000,2024-07-06
1369,G055573166,21,731430,2024-02-06
1370,G356830747,28,1929704,2024-06-23
1371,X478195768,26,1027026,2024-10-07
1372,V680613595,8,527496,2024-12-04
1373,P993704205,29,713603,2024-11-14
1374,E439425680,21,1948611,2024-06-19
1375,Q142940321,14,1203370,2024-10-13
1376,Y579409230,10,882550,2024-08-05
1377,N795332614,29,501468,2024-01-13
1378,Q864662250,14,1288882,2024-09-21
1379,R157835570,27,1975023,2024-10-18
1380,H867691070,25,733150,2024-07-30
1381,P635231862,21,1101849,2024-04-15
1382,U447532305,21,183771,2024-01-04
1383,W732933012,3,31557,2024-05-19
1384,U750243814,25,2204800,2024-12-11
1385,W512602413,9,617814,2024-04-10
1386,U793064742,15,1445670,2024-09-10
1387,J487303391,1,20022,2024-09-12
1388,E084008933,29,1745510,2024-12-16
1389,X131004086,12,710112,2024-05-06
1390,A503624634,8,162440,2024-07-13
1391,T070850555,15,1167795,2024-02-27
1392,U388651110,11,745943,2024-10-28
1393,K608630581,14,1231580,2024-08-08
1394,I031696937,25,1113075,2024-02-03
1395,W419312518,6,367812,2024-02-02
1396,V050397298,4,362760,2024-09-20
1397,W038984427,21,1803249,2024-06-21
1398,P569221521,3,160623,2024-12-02
1399,G661171237,24,854904,2024-04-08
1400,S337412274,16,473328,2024-06-23
1401,A825837067,15,1037940,2024-02-27
1402,K436483658,21,687078,2024-08-04
1403,T616019194,19,376694,2024-01-09
1404,G822912920,9,641718,2024-06-18
1405,C291173995,12,266304,2024-09-07
1406,C278445126,2,183352,2024-01-27
1407,R025095305,14,124110,2024-04-18
1408,C637282030,5,235415,2024-10-27
1409,L463133351,16,150992,2024-06-08
1410,R839463235,6,40182,2024-07-16
