"CAR_ID","CAR_NAME","CAR_MAKE_YEAR","CAR_PRICE","CAR_MAKER_CODE"
T624663533,Town & Country,1999,37789,IV-1-382
I910905766,Golf III,1993,40611,J6-5-677
C235518455,Typ-1,2008,44325,KZ-8-216
G115534246,S-Class,1986,8847,NQ-7-363
X141898456,S5,2009,22939,"9W-4-104"
A483249780,xD,2008,45915,"2Y-4-230"
Y231220136,Seville,2004,23320,NO-0-531
V443086538,Spectra,2004,61630,JF-8-150
Q622536582,Vigor,1993,18136,"1S-9-185"
Y059371704,Murci?lago,2003,36131,A1-3-856
Y413559622,Golf III,1995,55965,J6-5-677
Y845886937,Exige,2007,40866,CX-4-798
L651713438,IS F,2009,60916,"4V-8-237"
W855197835,Grand Am,1986,52348,"6K-2-796"
M418298707,Nubira,2002,6283,WI-2-727
U838226935,Expedition EL,2010,31919,WS-5-427
U540050941,MPV,1991,58094,YA-6-313
Z538634477,GS,1996,4981,"4V-8-237"
J025614014,ES,2003,21676,"4V-8-237"
O802154862,Sentra,1993,24280,ZU-3-273
B177950024,Mariner,2006,35474,AC-9-820
H334741314,Town & Country,2007,30500,IV-1-382
P227196803,Ram 50,1992,55881,VT-2-774
X048160888,Cooper Countryman,2011,42186,YG-5-396
V718470922,Laser,1991,41623,"1Z-6-878"
E230872348,G-Series G30,1992,14001,AM-3-689
P669793319,Sportage,2006,47548,JF-8-150
A676341144,A8,2000,30223,"9W-4-104"
W897673927,Grand Am,1988,54798,"6K-2-796"
L610677602,XLR,2008,41211,NO-0-531
O989079370,Ascender,2006,42730,"4W-8-811"
H516847788,GTI,2002,62269,J6-5-677
D322352775,Integra,1993,7575,"1S-9-185"
A220319132,Celica,1976,1664,WC-4-695
C794565867,Elise,2007,48059,CX-4-798
N851216128,Express 1500,2009,7321,AM-3-689
A853731535,Challenger,2011,49172,VT-2-774
W061904603,Malibu,2008,51256,AM-3-689
H012034781,S-Class,2000,21343,NQ-7-363
K905370642,Econoline E150,1993,2544,WS-5-427
N941820779,Firefly,1987,27233,"6K-2-796"
F133232941,MKT,2012,50398,NH-4-742
V823162208,"3500",1995,4327,AM-3-689
Z098150401,M-Class,2011,4351,NQ-7-363
T904698114,C8 Spyder,2004,22542,WU-7-528
V223762342,Touareg,2006,22820,J6-5-677
U771080412,Mini Cooper,1961,45626,"1Y-6-125"
G171807207,Eclipse,2012,56392,KS-8-136
C869281173,Bonneville,1967,47574,"6K-2-796"
H193506699,"3500 Club Coupe",1998,9466,BW-0-739
L500253806,Sonoma,1997,9363,BW-0-739
R988471046,NX,1993,16524,ZU-3-273
O821969172,Sebring,2009,2871,IV-1-382
B928526816,Savana 2500,2007,26392,BW-0-739
W105573535,Touareg,2003,6973,J6-5-677
P112906744,Expedition EL,2007,4231,WS-5-427
L583506999,Corolla,1993,9653,WC-4-695
Q598504926,F-Series,1994,12777,WS-5-427
N983903664,Courier,1987,52951,WS-5-427
H546426133,Ramcharger,1993,19884,VT-2-774
V805961125,B-Series Plus,2000,21877,YA-6-313
E423302612,Celica,1983,20430,WC-4-695
N108677844,Integra,1995,47374,"1S-9-185"
O474677895,"240SX",1996,57747,ZU-3-273
Z537731239,Ram 2500,2010,41758,VT-2-774
J572171587,Range Rover,1999,30881,MK-1-473
C381179644,Boxster,2008,53667,"28-6-706"
D713465797,RAV4,1997,18992,WC-4-695
K456773174,F150,1998,37599,WS-5-427
L004773321,CR-Z,2012,26244,EM-4-254
Y427773123,CTS,2008,4638,NO-0-531
X258798060,Montero Sport,2000,6884,KS-8-136
Y439076878,Yukon XL 1500,2006,56940,BW-0-739
Z573767029,Safari,2005,24054,BW-0-739
M451843021,LeMans,1965,25768,"6K-2-796"
Q479347540,B-Series Plus,2002,9494,YA-6-313
M211227947,EXP,1988,57579,WS-5-427
E025384828,Grand Prix,1994,22342,"6K-2-796"
K480847414,Astro,1994,39501,AM-3-689
B924979543,G-Series G20,1994,41332,AM-3-689
F302144358,Sable,2003,19858,AC-9-820
S239366203,Journey,2009,28080,VT-2-774
J206787695,Passat,1985,43057,J6-5-677
F707428726,Silverado 1500,2000,29074,AM-3-689
Y808422813,Canyon,2012,50526,BW-0-739
N500737873,Contour,1995,54746,WS-5-427
T272394603,RX-7,1989,7867,YA-6-313
X026422339,"323",1994,33593,YA-6-313
F739420249,Navigator,2007,24439,NH-4-742
I721757765,F350,2005,5321,WS-5-427
V341363800,Sportvan G30,1994,29022,AM-3-689
K373376302,Cabriolet,2001,8571,J6-5-677
P414552038,Mountaineer,2004,2929,AC-9-820
O515752666,Grand Marquis,2000,17437,AC-9-820
D628564191,CL,2003,9435,"1S-9-185"
E494421379,Caprice,1996,62397,AM-3-689
C133867201,Bonneville,1992,18342,"6K-2-796"
J344233673,SLK-Class,1997,10263,NQ-7-363
U546786975,Sierra 1500,2013,19901,BW-0-739
G421717029,A3,2010,12992,"9W-4-104"
X557763794,CTS,2012,6521,NO-0-531
S628919592,Terrain,2011,29878,BW-0-739
Q880755349,Corolla,1995,46982,WC-4-695
J209440368,Nitro,2011,5903,VT-2-774
Q975849127,Impreza WRX,2010,11449,T4-7-348
R018337483,Ranger,1993,44268,WS-5-427
U996358398,Altima,2002,44390,ZU-3-273
V279855121,Raider,2007,47017,KS-8-136
Q248801820,Civic,2005,27675,EM-4-254
A062987691,GranSport,2005,57223,"36-8-788"
U734644427,"525",2005,9461,"8M-8-354"
L434499497,Terraza,2006,32947,H3-5-417
Z861012766,Nubira,2001,59116,WI-2-727
A998878272,Canyon,2011,50707,BW-0-739
D620015447,IS-F,2009,38738,"4V-8-237"
H318783894,VehiCROSS,2001,39837,"4W-8-811"
S644645875,Land Cruiser,2003,25697,WC-4-695
Z474376624,Crown Victoria,1993,9427,WS-5-427
Q057003555,Tiguan,2010,12602,J6-5-677
J106854490,"911",1996,24434,"28-6-706"
W654895768,Fiesta,2013,6795,WS-5-427
Q967012953,Maxima,2004,51854,ZU-3-273
M710155897,Grand Caravan,2005,23849,VT-2-774
J583993812,Sportvan G20,1992,45095,AM-3-689
V811850349,Dakota,2011,53484,"3U-1-856"
E653453960,Azure,2009,56863,"0R-7-707"
A698270462,Tacoma,1998,55924,WC-4-695
O899577195,Escort,1986,36567,WS-5-427
O238732776,Daewoo Lacetti,2007,11858,"73-8-545"
A565282223,Mariner,2011,53753,AC-9-820
E646754083,Yukon,2010,12320,BW-0-739
B915091722,Ram Van 1500,2003,33699,VT-2-774
O438510567,Range Rover,2003,13993,MK-1-473
X944544934,Colt,1992,14471,"1Z-6-878"
W901851381,GX,2011,6621,"4V-8-237"
Z589790626,Malibu,2007,18488,AM-3-689
S585031662,Accord,1985,46705,EM-4-254
X807498927,Savana 2500,1997,3526,BW-0-739
P367772639,Accord,1992,37548,EM-4-254
E390721603,Journey,2011,43074,VT-2-774
V970363684,Ram Wagon B150,1992,7465,VT-2-774
T563362602,Tacoma,1996,19617,WC-4-695
Y243350996,Scirocco,1986,12922,J6-5-677
W817845826,Accent,2010,38342,YR-6-654
D411016318,Tempo,1985,5717,WS-5-427
G775348777,Corvette,1986,36061,AM-3-689
Z555775403,Viper,1999,37682,VT-2-774
S944798077,Diablo,1992,37264,A1-3-856
J469084149,Cayenne,2011,5278,"28-6-706"
U737050020,Bronco II,1988,7858,WS-5-427
S292208597,"612 Scaglietti",2010,1331,"9M-9-869"
V723212746,Ranger,2001,37675,WS-5-427
E512703273,Ram Van 2500,1998,16445,VT-2-774
A062977843,XL7,2007,9405,"73-8-545"
M081760978,GranSport,2005,52119,"36-8-788"
Y677598346,SLS AMG,2011,36502,NQ-7-363
L261219705,Prius,2007,12048,WC-4-695
L295524610,Genesis,2010,8360,YR-6-654
D835323313,Taurus,1999,10762,WS-5-427
O791011187,Achieva,1993,34960,G1-1-795
S121326937,Express 3500,2005,39357,AM-3-689
Y210310593,Sonata,2007,43966,YR-6-654
K778924684,H2,2004,9291,"69-6-389"
M737750409,Santa Fe,2005,58855,YR-6-654
L734046441,Continental GTC,2012,14620,"0R-7-707"
T049709082,Avalon,1995,13272,WC-4-695
R530629139,Justy,1988,24043,T4-7-348
G097834963,DB9,2006,56868,LO-7-593
D416264196,"760",2003,36071,"8M-8-354"
Z628686926,Viper,1993,53041,VT-2-774
Z371616742,"4Runner",1992,17031,WC-4-695
D006892228,Sienna,2007,21302,WC-4-695
Q867538273,M-Class,2002,52481,NQ-7-363
R987770609,Corvette,2010,60663,AM-3-689
G524794022,TSX,2004,32872,"1S-9-185"
I356017733,M3,2003,27221,"8M-8-354"
X221874984,S60,2002,55005,"4C-1-283"
P870300849,ES,2005,12663,"4V-8-237"
P790098233,Ram Van 1500,2001,31974,VT-2-774
H224196768,MR2,1992,20123,WC-4-695
O174109278,A8,2010,14969,"9W-4-104"
N174596656,Xterra,2012,42322,ZU-3-273
U041903998,Avenger,2011,8201,VT-2-774
N879468526,"98",1994,17901,G1-1-795
D500320894,Silverado 1500,2011,37473,AM-3-689
B670224336,Aspen,2007,2475,IV-1-382
C486846826,A4,2003,48230,"9W-4-104"
K859637464,Century,1988,7653,H3-5-417
R562714748,Cube,2011,31820,ZU-3-273
H927836922,Sundance,1993,19344,"1Z-6-878"
E726793207,S40,2008,9512,"4C-1-283"
C327108626,M5,2003,54526,"8M-8-354"
R197376143,"3500",1997,37386,BW-0-739
C634223951,XL-7,2002,21032,"73-8-545"
S529458173,Ram Van 3500,2002,40673,VT-2-774
G566683705,E-Class,1988,38774,NQ-7-363
I931847503,Accord Crosstour,2010,6660,EM-4-254
J171618351,Neon,1998,5518,VT-2-774
I251777466,"1000",1984,6964,"6K-2-796"
V450960099,"80/90",1988,37072,"9W-4-104"
N195409142,Versa,2009,35870,ZU-3-273
I360343872,Q7,2007,36392,"9W-4-104"
J503687953,Silverado 1500,2002,31061,AM-3-689
X630514221,Pathfinder,2000,6296,ZU-3-273
U856779585,Escalade,2007,19028,NO-0-531
V273768845,GTI,1997,16805,J6-5-677
S519706026,Monte Carlo,1996,43127,AM-3-689
P106175241,Grand Voyager,2000,44924,IV-1-382
S615175481,IS F,2009,59477,"4V-8-237"
R434024007,Celica,1982,33212,WC-4-695
J418528018,"9000",1990,11474,ZC-1-153
V939293347,"100",1990,33548,"9W-4-104"
P076683845,XC70,2005,44985,"4C-1-283"
L009827803,A8,1999,48626,"9W-4-104"
X202571655,Frontier,2002,39014,ZU-3-273
H046103017,Miata MX-5,1994,14454,YA-6-313
H712081950,"300CE",1993,34287,NQ-7-363
O416910393,LHS,2000,53862,IV-1-382
M031182051,Cavalier,1998,41841,AM-3-689
U953860324,D350 Club,1992,47563,VT-2-774
Q553923212,Xterra,2012,52795,ZU-3-273
J748157598,TT,2005,62248,"9W-4-104"
S701051353,Esprit,1989,49337,CX-4-798
E218423041,GTI,2009,22288,J6-5-677
X143754131,Civic,1980,43880,EM-4-254
Z775066846,M5,2009,54173,"8M-8-354"
H592173475,Tiguan,2009,17348,J6-5-677
U472897357,G-Series G30,1993,41768,AM-3-689
I443746181,Civic Si,2006,6437,EM-4-254
C082991676,Firebird,1967,15682,"6K-2-796"
H674119652,"500E",1992,54012,NQ-7-363
O648418354,RAV4,2009,35764,WC-4-695
W521600648,D350,1993,19708,VT-2-774
P293629358,Gemini,1988,17425,"6K-2-796"
K240079292,Cabriolet,1989,6262,J6-5-677
L489618683,"6000",1989,5570,"6K-2-796"
U296311800,Passat,2012,2468,J6-5-677
C579253894,Sebring,2001,56632,IV-1-382
P598098792,GX,2012,38887,"4V-8-237"
Z481023962,IS,2001,6683,"4V-8-237"
A616601188,Express 1500,2000,11453,AM-3-689
N968135575,Element,2011,53626,EM-4-254
Z799749775,Grand Marquis,2008,31115,AC-9-820
M315379112,Mazda3,2006,15543,YA-6-313
X839816297,Viper,2003,6213,VT-2-774
Z823281712,Thunderbird,2006,52345,WS-5-427
K714264738,Interceptor,1967,31322,"9W-3-743"
S187174619,LX,2006,47647,"4V-8-237"
P731637234,Yukon,1992,41973,BW-0-739
S764752177,Flex,2013,19732,WS-5-427
D678911092,Ram 2500,2009,49733,VT-2-774
O214107550,RSX,2004,20014,"1S-9-185"
T630112344,Savana 3500,2003,20675,BW-0-739
T906780673,"940",1993,25434,"4C-1-283"
V876382987,Pathfinder,1999,56129,ZU-3-273
F812322119,Range Rover,1999,9536,MK-1-473
S356017145,Avalon,2003,56165,WC-4-695
G345900593,Capri,1986,40197,AC-9-820
V226863637,MR2,2002,39469,WC-4-695
B448907928,S-Class,2007,14765,NQ-7-363
E069615953,XLR-V,2007,22699,NO-0-531
Z227905721,Civic,2006,8060,EM-4-254
X085028744,Ram Van 3500,1996,45784,VT-2-774
D053709163,Cougar,1968,45600,AC-9-820
B943074339,Spectra,2001,37443,JF-8-150
N841925859,Express 1500,2003,9683,AM-3-689
N249521978,Tacoma,2006,48296,WC-4-695
I388400193,Bronco,1994,45332,WS-5-427
E317451094,GTI,1988,62034,J6-5-677
L929897885,Silhouette,1997,26254,G1-1-795
V996136611,X-Type,2002,9446,"7V-2-415"
R339644684,Viper,2003,3791,VT-2-774
Q489967075,Rally Wagon 2500,1994,8487,BW-0-739
T353582943,Sequoia,2007,18743,WC-4-695
W268792575,Crown Victoria,2007,12651,WS-5-427
A444867199,"745",2004,7841,"8M-8-354"
G972061444,E-Series,2002,45486,WS-5-427
C164020842,Grand Am,2004,11187,"6K-2-796"
K240581039,Esprit,2003,5413,CX-4-798
D291911830,Ram 1500,2006,51069,VT-2-774
P366100811,Yukon XL 1500,2007,5410,BW-0-739
V875684219,SLK-Class,2010,35732,NQ-7-363
A684429170,S60,2006,24459,"4C-1-283"
Z279109526,"3500 Club Coupe",1995,30249,BW-0-739
U716308245,Phantom,2013,38982,WB-2-144
E847010339,LR3,2007,28105,MK-1-473
D478564228,ES,1992,38827,"4V-8-237"
Q419644241,Econoline E250,1993,57699,WS-5-427
T395714908,Ridgeline,2009,49584,EM-4-254
W768072744,A4,1997,57147,"9W-4-104"
V396807011,Dakota,2011,14878,VT-2-774
U201885664,"62",2007,3044,"84-4-825"
D722817628,V8 Vantage,2012,27281,LO-7-593
T560531348,Q5,2012,11543,"9W-4-104"
G265088497,Avenger,2012,62191,VT-2-774
W857201084,Town Car,1998,1807,NH-4-742
S305648987,SJ 410,1986,26875,"73-8-545"
Q607759455,XJ Series,2002,52271,"7V-2-415"
W231176373,C-Class,1997,7256,NQ-7-363
G715749455,Amanti,2006,35042,JF-8-150
K900191502,Grand Prix,2008,35420,"6K-2-796"
N025867782,S4,2009,32386,"9W-4-104"
T355076668,"3 Series",1997,55732,"8M-8-354"
C757075322,Sierra 2500,2006,59936,BW-0-739
O853827154,S-Type,2004,18972,"7V-2-415"
Y324592515,Econoline E150,1998,22367,WS-5-427
Y750626821,Ram Wagon B250,1994,44632,VT-2-774
O290537422,Range Rover,2009,12907,MK-1-473
J648331117,M-Class,2002,42263,NQ-7-363
L196643933,Truck,1987,5476,KS-8-136
R912592671,M5,2009,34242,"8M-8-354"
F083465769,Metro,1999,18884,AM-3-689
X471198007,Acadia,2010,22625,BW-0-739
J045340069,F-Series,1994,7123,WS-5-427
Z278671417,Tahoe,1998,27197,AM-3-689
B655053890,Endeavor,2011,11353,KS-8-136
Q087540450,Classic,1963,59768,"95-7-635"
W349318845,Diamante,2000,42817,KS-8-136
W613868889,Caliber,2007,6334,VT-2-774
W067259563,Cube,2010,20415,ZU-3-273
J208362703,Rodeo,2002,46263,"4W-8-811"
H058243345,Q7,2011,1995,"9W-4-104"
X440137900,Rendezvous,2002,40726,H3-5-417
U852114824,GTI,2001,59828,J6-5-677
E393636788,LR2,2008,9300,MK-1-473
K955738682,Titan,2012,45720,ZU-3-273
I415029488,Montana,1999,30157,"6K-2-796"
P659308190,Voyager,2003,18556,IV-1-382
U333873815,MX-5,2000,25165,YA-6-313
J105588407,"2500 Club Coupe",1993,58876,BW-0-739
R646351455,GTO,1973,32339,"6K-2-796"
P856666937,Town Car,1989,58346,NH-4-742
H272674926,E-Class,1995,8988,NQ-7-363
X045089534,Elantra,2004,62316,YR-6-654
P184481475,Eldorado,1999,27222,NO-0-531
B774706937,Countach,1988,20663,A1-3-856
V529827613,Sierra 3500,2006,57552,BW-0-739
U017871390,Xterra,2012,8344,ZU-3-273
R019796129,FX,2012,56095,"25-0-342"
P406840697,M3,2001,10322,"8M-8-354"
N619589888,CLK-Class,2002,5144,NQ-7-363
N023768314,Firebird,1993,16195,"6K-2-796"
Q482527530,Versa,2008,17159,ZU-3-273
O447400777,RAV4,2000,6826,WC-4-695
M769971469,Astra,2008,53350,IY-6-168
J670240229,Familia,1987,8791,YA-6-313
X330202580,Outlander Sport,2011,62379,KS-8-136
H751822348,Sonoma,1995,51452,BW-0-739
Q859363211,Charger,2010,56101,VT-2-774
O918508459,Escalade EXT,2006,41150,NO-0-531
B141301178,SC,1997,6644,"4V-8-237"
Z253131935,Estate,1990,53014,H3-5-417
B916871959,Cutlass Cruiser,1994,60603,G1-1-795
T443778526,Colorado,2006,48813,AM-3-689
M486314917,Accord,1992,17362,EM-4-254
B272731353,"4Runner",2000,42277,WC-4-695
O428700244,"6 Series",2004,2740,"8M-8-354"
P789984528,Land Cruiser,2011,10009,WC-4-695
S388505476,F-Series,2001,22033,WS-5-427
G678545840,Prizm,1994,8873,KQ-7-666
K852779048,Civic,1995,20149,EM-4-254
S708383673,"240",1993,37767,"4C-1-283"
I908891378,Passat,1993,43089,J6-5-677
O885503059,tC,2009,27392,"2Y-4-230"
U834480980,Swift,1996,47826,"73-8-545"
E735326455,Yukon XL,2006,55906,BW-0-739
E125370676,Rendezvous,2006,61998,H3-5-417
F035362323,F350,1996,39431,WS-5-427
A142185747,G25,2011,3298,"25-0-342"
V453157894,"745",2004,51648,"8M-8-354"
L883051814,TrailBlazer,2007,7910,AM-3-689
A757477391,Mustang,1994,6414,WS-5-427
C647360869,Talon,1997,62597,LH-0-700
T132524255,Corvair,1960,11482,AM-3-689
D032968122,"7 Series",2006,23185,"8M-8-354"
B484092220,HED-5,2012,19336,YR-6-654
W544842104,"2500",2000,46038,AM-3-689
K633794763,Astro,1999,44969,AM-3-689
C396918233,Intrepid,1995,51553,VT-2-774
S972673787,Sidekick,1993,7524,"73-8-545"
R155341805,F350,1997,51786,WS-5-427
T942942169,G5,2007,9085,"6K-2-796"
Q580534896,LeSabre,1989,42815,H3-5-417
U951399961,Jimmy,1997,6756,BW-0-739
M107386966,"2500",1996,52852,BW-0-739
L466106147,HS,2011,12096,"4V-8-237"
L791971276,Suburban 2500,1997,43309,AM-3-689
K034781696,MDX,2006,7078,"1S-9-185"
D660285694,Sonoma,1995,6748,BW-0-739
F231700517,Loyale,1993,40586,T4-7-348
Z236608869,F-Series,1993,31477,WS-5-427
C275461518,Expedition,1997,61737,WS-5-427
E416236120,CC,2010,60700,J6-5-677
F551207015,Legacy,1997,4129,T4-7-348
Y125569074,S8,2001,56887,"9W-4-104"
J336846548,Sentra,1994,45900,ZU-3-273
U746464520,Yukon XL 2500,2002,7177,BW-0-739
A522201349,F-250 Super Duty,2006,31840,WS-5-427
